FDC_ID,Item,Category,Calories,Protein,Carbohydrate,Total fat,Cholesterol,Fiber,Water,Alcohol,Vitamin C
175100,"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate",Beverages,153.0 kcal,0.4 g,39.0 g,0.0 g,0.0 mg,0.1 g,59.2 g,0.0 g,189.7 mg
175101,"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate, prepared with water",Beverages,45.0 kcal,0.12 g,11.32 g,0.0 g,0.0 mg,0.0 g,88.08 g,0.0 g,55.1 mg
175102,"Beverages, shake, fast food, strawberry",Beverages,113.0 kcal,3.4 g,18.9 g,2.8 g,11.0 mg,0.4 g,74.1 g,,0.8 mg
175103,"Beverages, water, tap, municipal",Beverages,0.0 kcal,0.0 g,0.0 g,0.0 g,0.0 mg,0.0 g,99.9 g,0.0 g,0.0 mg
175104,"Beverages, The COCA-COLA company, DASANI, water, bottled, non-carbonated",Beverages,0.0 kcal,0.0 g,0.0 g,0.0 g,,,99.96 g,,
175105,"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",Beverages,53.0 kcal,0.0 g,13.2 g,0.0 g,0.0 mg,0.1 g,85.4 g,0.0 g,24.0 mg
175106,"Beverages, water, bottled, non-carbonated, CALISTOGA",Beverages,0.0 kcal,0.0 g,0.0 g,0.0 g,,,100.0 g,,
175107,"Beverages, water, bottled, non-carbonated, CRYSTAL GEYSER",Beverages,0.0 kcal,0.0 g,0.0 g,0.0 g,,,100.0 g,,
175108,"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink",Beverages,32.0 kcal,0.0 g,7.84 g,0.05 g,0.0 mg,0.0 g,91.91 g,0.0 g,0.0 mg
175109,"Beverages, Propel Zero, fruit-flavored, non-carbonated",Beverages,5.0 kcal,0.0 g,1.14 g,0.0 g,0.0 mg,0.0 g,98.78 g,0.0 g,8.8 mg
175110,"Beverages, ARIZONA, tea, ready-to-drink, lemon",Beverages,39.0 kcal,0.0 g,9.77 g,0.0 g,0.0 mg,0.0 g,90.15 g,,0.0 mg
175111,"Beverages, LIPTON BRISK, tea, black, ready-to-drink, lemon",Beverages,35.0 kcal,0.0 g,8.81 g,0.0 g,0.0 mg,0.0 g,91.06 g,,
175112,"Alcoholic beverage, wine, dessert, dry",Beverages,152.0 kcal,0.2 g,11.67 g,0.0 g,0.0 mg,0.0 g,72.53 g,15.3 g,0.0 mg
175113,"Carbonated beverage, low calorie, other than cola or pepper, with sodium saccharin, without caffeine",Beverages,0.0 kcal,0.0 g,0.1 g,0.0 g,0.0 mg,0.0 g,99.8 g,,0.0 mg
175114,"Beverages, Cocoa mix, low calorie, powder, with added calcium, phosphorus, aspartame, without added sodium or vitamin A",Beverages,359.0 kcal,25.1 g,58.0 g,3.0 g,11.0 mg,1.1 g,3.4 g,0.0 g,0.0 mg
175115,"Beverages, fruit punch-flavor drink, powder, without added sodium, prepared with water",Beverages,37.0 kcal,0.0 g,9.47 g,0.01 g,0.0 mg,0.0 g,90.35 g,0.0 g,11.8 mg
167684,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",Fats and Oils,160.0 kcal,1.5 g,7.0 g,14.0 g,0.0 mg,0.0 g,74.0 g,0.0 g,0.4 mg
167691,"Vegetable oil-butter spread, reduced calorie",Fats and Oils,465.0 kcal,0.0 g,0.0 g,53.0 g,54.0 mg,0.0 g,44.7 g,0.0 g,0.0 mg
167692,"Salad dressing, blue or roquefort cheese dressing, light",Fats and Oils,86.0 kcal,2.1 g,13.2 g,2.7 g,10.0 mg,0.0 g,77.8 g,0.0 g,0.0 mg
167693,"Salad dressing, french dressing, reduced calorie",Fats and Oils,227.0 kcal,0.4 g,27.0 g,13.0 g,0.0 mg,0.0 g,59.0 g,0.0 g,0.0 mg
167695,"Mayonnaise, made with tofu",Fats and Oils,322.0 kcal,5.95 g,3.06 g,31.79 g,0.0 mg,1.1 g,56.33 g,0.0 g,0.0 mg
167699,"Salad dressing, blue or roquefort cheese dressing, fat-free",Fats and Oils,115.0 kcal,1.52 g,25.6 g,1.01 g,2.0 mg,1.8 g,68.0 g,0.0 g,0.5 mg
167700,"Salad Dressing, mayonnaise-like, fat-free",Fats and Oils,84.0 kcal,0.2 g,15.5 g,2.7 g,9.0 mg,1.9 g,78.7 g,0.0 g,0.0 mg
167702,"Oil, flaxseed, cold pressed",Fats and Oils,884.0 kcal,0.11 g,0.0 g,99.98 g,0.0 mg,0.0 g,0.12 g,0.0 g,0.0 mg
167704,"Salad dressing, bacon and tomato",Fats and Oils,326.0 kcal,1.8 g,2.0 g,35.0 g,4.0 mg,0.2 g,58.7 g,0.0 g,8.8 mg
167736,"Mayonnaise dressing, no cholesterol",Fats and Oils,688.0 kcal,0.0 g,0.3 g,77.8 g,0.0 mg,0.0 g,21.7 g,0.0 g,0.0 mg
167737,"Oil, corn, peanut, and olive",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
168093,"Salad dressing, peppercorn dressing, commercial, regular",Fats and Oils,564.0 kcal,1.2 g,3.5 g,61.4 g,49.0 mg,0.0 g,31.9 g,0.0 g,0.6 mg
168094,"Mayonnaise, reduced-calorie or diet, cholesterol-free",Fats and Oils,333.0 kcal,0.9 g,6.7 g,33.3 g,0.0 mg,0.0 g,56.0 g,0.0 g,0.0 mg
168096,"Salad dressing, italian dressing, reduced calorie",Fats and Oils,200.0 kcal,0.3 g,6.7 g,20.0 g,0.0 mg,0.2 g,70.0 g,0.0 g,0.4 mg
168099,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",Fats and Oils,107.0 kcal,1.4 g,20.0 g,2.7 g,0.0 mg,0.0 g,74.7 g,0.0 g,0.0 mg
168100,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",Fats and Oils,140.0 kcal,1.0 g,16.0 g,8.0 g,0.0 mg,0.0 g,73.0 g,0.0 g,0.0 mg
168109,"Salad Dressing, coleslaw, reduced fat",Fats and Oils,329.0 kcal,0.0 g,40.0 g,20.0 g,25.0 mg,0.4 g,37.0 g,0.0 g,0.0 mg
168112,"Salad dressing, mayonnaise and mayonnaise-type, low calorie",Fats and Oils,263.0 kcal,0.9 g,23.9 g,19.0 g,26.0 mg,0.0 g,54.3 g,0.0 g,0.0 mg
168115,"Mayonnaise, low sodium, low calorie or diet",Fats and Oils,231.0 kcal,0.3 g,16.0 g,19.2 g,24.0 mg,0.0 g,62.7 g,0.0 g,0.0 mg
169052,"Margarine-like, butter-margarine blend, 80% fat, stick, without salt",Fats and Oils,718.0 kcal,0.9 g,0.6 g,80.7 g,88.0 mg,0.0 g,15.8 g,0.0 g,0.1 mg
169053,"Margarine-like, vegetable oil-butter spread, reduced calorie, tub, with salt",Fats and Oils,450.0 kcal,1.0 g,1.0 g,50.0 g,71.0 mg,0.0 g,46.0 g,0.0 g,0.1 mg
169055,"Salad dressing, caesar dressing, regular",Fats and Oils,542.0 kcal,2.17 g,3.3 g,57.85 g,39.0 mg,0.5 g,34.3 g,0.0 g,0.3 mg
169056,"Salad dressing, coleslaw",Fats and Oils,404.0 kcal,0.85 g,22.4 g,34.53 g,41.0 mg,0.0 g,39.85 g,0.0 g,0.6 mg
169057,"Salad dressing, green goddess, regular",Fats and Oils,427.0 kcal,1.9 g,7.36 g,43.33 g,40.0 mg,0.1 g,45.03 g,0.0 g,0.2 mg
169860,"Margarine-like, vegetable oil spread, stick or tub, sweetened",Fats and Oils,534.0 kcal,0.0 g,16.7 g,52.0 g,0.0 mg,0.0 g,30.0 g,0.0 g,0.0 mg
169867,"Oil, corn and canola",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
169875,"Salad dressing, sweet and sour",Fats and Oils,15.0 kcal,0.1 g,3.7 g,0.0 g,0.0 mg,0.0 g,95.7 g,0.0 g,8.1 mg
169876,"Salad dressing, blue or roquefort cheese, low calorie",Fats and Oils,99.0 kcal,5.1 g,2.9 g,7.2 g,1.0 mg,0.0 g,79.5 g,0.0 g,0.3 mg
169877,"Salad dressing, caesar, low calorie",Fats and Oils,110.0 kcal,0.3 g,18.6 g,4.4 g,2.0 mg,0.1 g,73.2 g,0.0 g,0.0 mg
169894,"Butter replacement, without fat, powder",Fats and Oils,373.0 kcal,2.0 g,89.0 g,1.0 g,2.0 mg,0.0 g,5.0 g,0.0 g,0.0 mg
169895,"Salad dressing, buttermilk, lite",Fats and Oils,202.0 kcal,1.25 g,21.33 g,12.42 g,16.0 mg,1.1 g,62.04 g,0.0 g,0.6 mg
171002,"Salad dressing, KRAFT Mayo Light Mayonnaise",Fats and Oils,334.0 kcal,0.6 g,8.5 g,32.9 g,35.0 mg,0.1 g,55.4 g,,0.3 mg
171003,"Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing",Fats and Oils,64.0 kcal,0.2 g,15.8 g,0.0 g,0.0 mg,2.0 g,81.8 g,0.0 g,0.0 mg
171004,"Salad dressing, KRAFT MIRACLE WHIP FREE Nonfat Dressing",Fats and Oils,84.0 kcal,0.2 g,15.5 g,2.7 g,9.0 mg,1.9 g,78.7 g,,0.0 mg
171005,"Salad dressing, russian dressing",Fats and Oils,355.0 kcal,0.69 g,31.9 g,26.18 g,0.0 mg,0.7 g,38.53 g,0.0 g,6.0 mg
171006,"Salad dressing, sesame seed dressing, regular",Fats and Oils,443.0 kcal,3.1 g,8.6 g,45.2 g,0.0 mg,1.0 g,39.2 g,0.0 g,0.0 mg
171007,"Salad dressing, russian dressing, low calorie",Fats and Oils,141.0 kcal,0.5 g,27.6 g,4.0 g,6.0 mg,0.3 g,65.0 g,0.0 g,6.0 mg
171008,"Salad dressing, thousand island dressing, reduced fat",Fats and Oils,195.0 kcal,0.83 g,24.06 g,11.32 g,11.0 mg,1.2 g,60.73 g,0.0 g,1.5 mg
171009,"Salad dressing, mayonnaise, regular",Fats and Oils,680.0 kcal,0.96 g,0.57 g,74.85 g,42.0 mg,0.0 g,21.65 g,0.0 g,0.0 mg
171010,"Salad dressing, mayonnaise, soybean and safflower oil, with salt",Fats and Oils,717.0 kcal,1.1 g,2.7 g,79.4 g,59.0 mg,0.0 g,15.3 g,0.0 g,0.0 mg
171011,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171012,"Oil, soybean, salad or cooking, (partially hydrogenated)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171013,"Oil, rice bran",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171014,"Oil, wheat germ",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171015,"Oil, palm",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171016,"Oil, sesame, salad or cooking",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171017,"Oil, sunflower, linoleic (less than 60%)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171018,"Margarine, regular, hard, soybean (hydrogenated)",Fats and Oils,719.0 kcal,0.9 g,0.9 g,80.5 g,0.0 mg,0.0 g,15.7 g,,0.2 mg
171019,"Salad dressing, italian dressing, commercial, regular",Fats and Oils,240.0 kcal,0.41 g,12.12 g,21.12 g,0.0 mg,0.0 g,63.4 g,0.0 g,0.4 mg
171020,"Salad dressing, french dressing, commercial, regular, without salt",Fats and Oils,459.0 kcal,0.77 g,15.58 g,44.81 g,0.0 mg,0.0 g,36.56 g,0.0 g,0.0 mg
171021,"Salad dressing, french dressing, reduced fat, without salt",Fats and Oils,233.0 kcal,0.58 g,29.28 g,13.46 g,0.0 mg,1.1 g,54.28 g,0.0 g,0.0 mg
171022,"Salad dressing, italian dressing, commercial, regular, without salt",Fats and Oils,292.0 kcal,0.38 g,10.43 g,28.37 g,67.0 mg,0.0 g,56.4 g,0.0 g,0.0 mg
171023,"Salad dressing, italian dressing, reduced fat, without salt",Fats and Oils,76.0 kcal,0.47 g,4.57 g,6.38 g,6.0 mg,0.0 g,84.68 g,0.0 g,0.0 mg
171024,"Oil, cottonseed, salad or cooking",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171025,"Oil, sunflower, linoleic, (approx. 65%)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171026,"Oil, safflower, salad or cooking, linoleic, (over 70%)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171027,"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171028,"Oil, grapeseed",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171029,"Oil, corn, industrial and retail, all purpose salad or cooking",Fats and Oils,900.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171030,"Oil, walnut",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171031,"Oil, almond",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171032,"Oil, apricot kernel",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171033,"Oil, vegetable, Natreon canola, high stability, non trans, high oleic (70%)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,,0.0 mg
171034,"Salad dressing, honey mustard dressing, reduced calorie",Fats and Oils,207.0 kcal,0.98 g,28.26 g,10.0 g,0.0 mg,0.8 g,57.19 g,0.0 g,0.4 mg
171035,"Margarine-like spread, BENECOL Light Spread",Fats and Oils,357.0 kcal,0.0 g,5.71 g,38.71 g,,,53.73 g,,
171036,"Salad dressing, spray-style dressing, assorted flavors",Fats and Oils,165.0 kcal,0.16 g,16.6 g,10.75 g,0.0 mg,0.3 g,71.0 g,,0.7 mg
171037,"Salad Dressing, mayonnaise, light, SMART BALANCE, Omega Plus light",Fats and Oils,333.0 kcal,1.53 g,9.39 g,34.18 g,33.0 mg,0.2 g,52.44 g,,0.0 mg
171038,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",Fats and Oils,533.0 kcal,0.17 g,0.86 g,59.81 g,1.0 mg,0.0 g,37.58 g,0.0 g,0.1 mg
171039,"Margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin D",Fats and Oils,535.0 kcal,0.6 g,0.0 g,59.17 g,1.0 mg,0.0 g,38.68 g,0.0 g,0.1 mg
171040,"Margarine, regular, 80% fat, composite, stick, without salt, with added vitamin D",Fats and Oils,717.0 kcal,0.16 g,0.7 g,80.71 g,0.0 mg,0.0 g,16.52 g,0.0 g,0.2 mg
171041,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt, with added vitamin D",Fats and Oils,542.0 kcal,0.17 g,0.86 g,59.81 g,1.0 mg,0.0 g,37.58 g,0.0 g,0.1 mg
171042,"Oil, industrial, canola, high oleic",Fats and Oils,900.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171043,"Salad dressing, honey mustard, regular",Fats and Oils,464.0 kcal,0.87 g,23.33 g,40.83 g,29.0 mg,0.4 g,32.64 g,0.0 g,0.2 mg
171044,"Salad dressing, poppyseed, creamy",Fats and Oils,399.0 kcal,0.92 g,23.73 g,33.33 g,15.0 mg,0.3 g,38.85 g,0.0 g,0.3 mg
171045,"Salad dressing, caesar, fat-free",Fats and Oils,131.0 kcal,1.47 g,30.73 g,0.23 g,1.0 mg,0.2 g,64.1 g,0.0 g,0.1 mg
171046,"Dressing, honey mustard, fat-free",Fats and Oils,169.0 kcal,1.07 g,38.43 g,1.47 g,1.0 mg,1.2 g,56.17 g,0.0 g,2.1 mg
171400,"Fat, beef tallow",Fats and Oils,902.0 kcal,0.0 g,0.0 g,100.0 g,109.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171401,Lard,Fats and Oils,902.0 kcal,0.0 g,0.0 g,100.0 g,95.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171402,"Salad dressing, thousand island, commercial, regular",Fats and Oils,379.0 kcal,1.09 g,14.64 g,35.06 g,26.0 mg,0.8 g,46.51 g,0.0 g,0.0 mg
171403,"Salad dressing, mayonnaise type, regular, with salt",Fats and Oils,250.0 kcal,0.65 g,14.78 g,21.6 g,19.0 mg,0.0 g,61.22 g,0.0 g,0.0 mg
171404,"Salad dressing, french dressing, reduced fat",Fats and Oils,222.0 kcal,0.58 g,31.22 g,11.52 g,0.0 mg,1.5 g,54.28 g,0.0 g,4.8 mg
171405,"Salad dressing, italian dressing, commercial, reduced fat",Fats and Oils,102.0 kcal,0.39 g,9.99 g,6.68 g,0.0 mg,0.0 g,80.11 g,0.0 g,0.0 mg
171406,"Salad dressing, mayonnaise, imitation, soybean",Fats and Oils,232.0 kcal,0.3 g,16.0 g,19.2 g,24.0 mg,0.0 g,62.7 g,0.0 g,0.0 mg
171407,"Salad dressing, mayonnaise, imitation, milk cream",Fats and Oils,97.0 kcal,2.1 g,11.1 g,5.1 g,43.0 mg,0.0 g,79.6 g,0.0 g,0.3 mg
171408,"Salad dressing, mayonnaise, imitation, soybean without cholesterol",Fats and Oils,482.0 kcal,0.1 g,15.8 g,47.7 g,0.0 mg,0.0 g,34.6 g,0.0 g,0.0 mg
171409,"Sandwich spread, with chopped pickle, regular, unspecified oils",Fats and Oils,389.0 kcal,0.9 g,22.4 g,34.0 g,76.0 mg,0.4 g,40.8 g,0.0 g,0.0 mg
171410,"Oil, peanut, salad or cooking",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171411,"Oil, soybean, salad or cooking",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171412,"Oil, coconut",Fats and Oils,892.0 kcal,0.0 g,0.0 g,99.06 g,0.0 mg,0.0 g,0.03 g,0.0 g,0.0 mg
171413,"Oil, olive, salad or cooking",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171414,"Salad dressing, french dressing, commercial, regular",Fats and Oils,419.0 kcal,0.87 g,18.79 g,39.07 g,0.0 mg,2.4 g,39.34 g,0.0 g,0.0 mg
171415,"Margarine,spread, 35-39% fat, tub",Fats and Oils,349.0 kcal,0.23 g,1.52 g,37.98 g,0.0 mg,0.0 g,58.67 g,0.0 g,0.0 mg
171416,"Salad dressing, french, home recipe",Fats and Oils,631.0 kcal,0.1 g,3.4 g,70.2 g,0.0 mg,0.0 g,24.2 g,,0.6 mg
171417,"Salad dressing, home recipe, vinegar and oil",Fats and Oils,449.0 kcal,0.0 g,2.5 g,50.1 g,0.0 mg,0.0 g,47.4 g,0.0 g,0.0 mg
171418,"Salad dressing, mayonnaise, soybean oil, without salt",Fats and Oils,717.0 kcal,1.1 g,2.7 g,79.4 g,59.0 mg,0.0 g,16.7 g,,0.0 mg
171419,"Salad dressing, french, cottonseed, oil, home recipe",Fats and Oils,631.0 kcal,0.1 g,3.4 g,70.2 g,0.0 mg,0.0 g,24.2 g,,0.0 mg
171420,"Salad dressing, french dressing, fat-free",Fats and Oils,132.0 kcal,0.2 g,32.14 g,0.27 g,0.0 mg,2.2 g,65.04 g,0.0 g,0.0 mg
171421,"Oil, cocoa butter",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171422,"Vegetable oil, palm kernel",Fats and Oils,862.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171423,"Oil, poppyseed",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171424,"Oil, tomatoseed",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171425,"Oil, teaseed",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171426,"Oil, soybean lecithin",Fats and Oils,763.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171427,"Oil, hazelnut",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171428,"Oil, babassu",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171429,"Oil, sheanut",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171430,"Oil, PAM cooking spray, original",Fats and Oils,792.0 kcal,0.26 g,20.69 g,78.69 g,0.0 mg,0.0 g,0.11 g,0.0 g,0.0 mg
171431,"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub",Fats and Oils,606.0 kcal,0.07 g,0.59 g,68.29 g,,,29.52 g,,
171432,"Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)",Fats and Oils,730.0 kcal,0.41 g,1.39 g,80.32 g,,,16.06 g,,
171433,"Oil, cooking and salad, ENOVA, 80% diglycerides",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,,,0.0 g,,
171434,"Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D",Fats and Oils,339.0 kcal,0.51 g,0.66 g,37.77 g,0.0 mg,0.0 g,59.55 g,0.0 g,0.1 mg
171435,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",Fats and Oils,717.0 kcal,0.16 g,0.7 g,80.71 g,0.0 mg,0.0 g,16.52 g,0.0 g,0.2 mg
171436,"Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D",Fats and Oils,713.0 kcal,0.22 g,0.75 g,80.17 g,0.0 mg,0.0 g,17.07 g,0.0 g,0.1 mg
171437,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D",Fats and Oils,537.0 kcal,0.12 g,0.69 g,60.39 g,0.0 mg,0.0 g,36.95 g,0.0 g,0.1 mg
171438,"Oil, industrial, soy, low linolenic",Fats and Oils,900.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171439,"Oil, industrial, soy, ultra low linolenic",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171440,"Oil, industrial, soy, fully hydrogenated",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171441,"Oil, industrial, cottonseed, fully hydrogenated",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
171442,"Oil, flaxseed, contains added sliced flaxseed",Fats and Oils,878.0 kcal,0.37 g,0.39 g,99.01 g,0.0 mg,,0.16 g,,
171443,"Mayonnaise, reduced fat, with olive oil",Fats and Oils,361.0 kcal,0.37 g,0.0 g,40.0 g,33.0 mg,0.0 g,57.58 g,0.0 g,0.0 mg
171444,"Salad dressing, mayonnaise-type, light",Fats and Oils,158.0 kcal,0.65 g,16.4 g,10.0 g,0.0 mg,0.0 g,71.2 g,0.0 g,0.0 mg
172327,"Shortening, household, lard and vegetable oil",Fats and Oils,900.0 kcal,0.0 g,0.0 g,100.0 g,56.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
172328,"Oil, sunflower, linoleic, (partially hydrogenated)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
172329,"Shortening bread, soybean (hydrogenated) and cottonseed",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
172330,"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
172331,"Shortening frying (heavy duty), palm (hydrogenated)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,,0.0 mg
172332,Shortening household soybean (hydrogenated) and palm,Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,,0.0 mg
172333,"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
172334,"Shortening, confectionery, fractionated palm",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,,0.0 mg
172335,"Oil, nutmeg butter",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
172336,"Oil, canola",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
172337,"Oil, mustard",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,,0.0 g,0.0 g,,0.0 mg
172338,"Oil, sunflower, high oleic (70% and over)",Fats and Oils,884.0 kcal,0.0 g,0.0 g,100.0 g,0.0 mg,0.0 g,0.0 g,0.0 g,0.0 mg
172339,"Margarine-like, margarine-butter blend, soybean oil and butter",Fats and Oils,727.0 kcal,0.31 g,0.77 g,80.32 g,12.0 mg,0.0 g,17.07 g,0.0 g,0.1 mg
172340,"Fish oil, herring",Fats and Oils,902.0 kcal,0.0 g,0.0 g,100.0 g,766.0 mg,0.0 g,0.0 g,,0.0 mg
172341,"Fish oil, menhaden",Fats and Oils,902.0 kcal,0.0 g,0.0 g,100.0 g,521.0 mg,0.0 g,0.0 g,,0.0 mg
172342,"Fish oil, menhaden, fully hydrogenated",Fats and Oils,902.0 kcal,0.0 g,0.0 g,100.0 g,500.0 mg,0.0 g,0.0 g,,0.0 mg
172343,"Fish oil, salmon",Fats and Oils,902.0 kcal,0.0 g,0.0 g,100.0 g,485.0 mg,0.0 g,0.0 g,,0.0 mg
172344,"Butter, light, stick, without salt",Fats and Oils,499.0 kcal,3.3 g,0.0 g,55.1 g,106.0 mg,0.0 g,43.2 g,0.0 g,0.0 mg
